07.05.2019,11:04,140,PT1,PT2,PT3,PT4,PT5
07.05.2019,11:10,140,19,116,71,83,71
07.05.2019,11:10,140,19,116,71,83,72
07.05.2019,11:10,140,19,116,71,83,72
07.05.2019,11:10,140,19,116,71,83,72
07.05.2019,11:10,140,19,116,71,83,72
07.05.2019,11:10,140,19,116,71,83,72
07.05.2019,11:10,140,19,116,71,83,72
07.05.2019,11:10,140,19,116,72,84,72
07.05.2019,11:10,140,19,116,72,84,72
07.05.2019,11:10,140,19,116,72,84,72
07.05.2019,11:10,140,19,116,72,84,72
07.05.2019,11:10,140,19,116,72,84,72
07.05.2019,11:10,140,19,116,72,84,73
07.05.2019,11:10,140,19,116,72,84,73
07.05.2019,11:10,140,19,116,72,84,73
07.05.2019,11:10,140,19,116,72,84,73
07.05.2019,11:10,140,19,116,72,84,73
07.05.2019,11:10,140,19,116,72,84,73
07.05.2019,11:10,140,19,116,72,85,73
07.05.2019,11:10,140,19,116,73,85,73
07.05.2019,11:10,140,19,117,73,85,74
07.05.2019,11:10,140,19,117,73,85,74
07.05.2019,11:10,140,19,117,73,85,74
07.05.2019,11:10,140,19,117,73,85,74
07.05.2019,11:10,140,19,117,73,85,74
07.05.2019,11:10,140,19,117,73,85,74
07.05.2019,11:10,140,19,117,73,85,74
07.05.2019,11:10,140,19,117,73,86,74
07.05.2019,11:10,140,19,117,73,86,74
07.05.2019,11:10,140,19,117,73,86,74
07.05.2019,11:10,140,19,117,74,86,74
07.05.2019,11:10,140,19,117,74,86,74
07.05.2019,11:10,140,19,117,74,86,75
07.05.2019,11:10,140,19,117,74,86,75
07.05.2019,11:10,140,19,117,74,86,75
07.05.2019,11:10,140,19,117,74,86,75
07.05.2019,11:10,140,19,117,74,86,75
07.05.2019,11:10,140,19,117,74,86,75
07.05.2019,11:10,140,19,117,74,86,75
07.05.2019,11:10,140,19,117,74,87,75
07.05.2019,11:10,140,19,118,74,87,76
07.05.2019,11:10,140,19,118,74,87,76
07.05.2019,11:10,140,19,118,74,87,76
07.05.2019,11:10,140,19,118,75,87,76
07.05.2019,11:10,140,19,118,75,87,76
07.05.2019,11:10,140,19,118,75,87,76
07.05.2019,11:10,140,19,118,75,87,76
07.05.2019,11:10,140,19,118,75,87,76
07.05.2019,11:10,140,19,118,75,87,76
07.05.2019,11:10,140,19,118,75,88,76
07.05.2019,11:10,140,19,118,75,88,76
07.05.2019,11:10,140,19,118,75,88,76
07.05.2019,11:10,140,19,118,75,88,77
07.05.2019,11:10,140,19,118,75,88,77
07.05.2019,11:10,140,19,118,76,88,77
07.05.2019,11:10,140,19,118,76,88,77
07.05.2019,11:10,140,19,118,76,88,77
07.05.2019,11:10,140,19,118,76,88,77
07.05.2019,11:11,140,19,118,76,88,77
07.05.2019,11:11,140,19,118,76,88,77
07.05.2019,11:11,140,19,118,76,88,77
07.05.2019,11:11,140,19,118,76,89,78
07.05.2019,11:11,140,19,118,76,89,78
07.05.2019,11:11,140,19,118,76,89,78
07.05.2019,11:11,140,19,118,76,89,78
07.05.2019,11:11,140,19,118,76,89,78
07.05.2019,11:11,140,19,119,76,89,78
07.05.2019,11:11,140,19,119,76,89,78
07.05.2019,11:11,140,19,119,77,89,78
07.05.2019,11:11,140,19,119,77,89,78
07.05.2019,11:11,140,19,119,77,89,78
07.05.2019,11:11,140,19,119,77,89,78
07.05.2019,11:11,140,19,119,77,90,78
07.05.2019,11:11,140,19,119,77,90,79
07.05.2019,11:11,140,19,119,77,90,79
07.05.2019,11:11,140,19,119,77,90,79
07.05.2019,11:11,140,19,119,77,90,79
07.05.2019,11:11,140,19,119,77,90,79
07.05.2019,11:11,140,19,119,77,90,79
07.05.2019,11:11,140,19,119,78,90,79
07.05.2019,11:11,140,19,119,78,90,79
07.05.2019,11:11,140,19,119,78,90,79
07.05.2019,11:11,140,19,119,78,90,79
07.05.2019,11:11,140,19,119,78,90,80
07.05.2019,11:11,140,19,119,78,90,80
07.05.2019,11:11,140,19,119,78,91,80
07.05.2019,11:11,140,19,119,78,91,80
07.05.2019,11:11,140,19,119,78,91,80
07.05.2019,11:11,140,19,120,78,91,80
07.05.2019,11:11,140,19,120,78,91,80
07.05.2019,11:11,140,19,120,78,91,80
07.05.2019,11:11,140,19,120,78,91,80
07.05.2019,11:11,140,19,120,78,91,80
07.05.2019,11:11,140,19,120,78,91,80
07.05.2019,11:11,140,19,120,79,91,80
07.05.2019,11:11,140,19,120,79,92,81
07.05.2019,11:11,140,19,120,79,92,81
07.05.2019,11:11,140,19,120,79,92,81
07.05.2019,11:11,140,19,120,79,92,81
07.05.2019,11:11,140,19,120,79,92,81
07.05.2019,11:11,140,19,120,79,92,81
07.05.2019,11:11,140,19,120,79,92,81
07.05.2019,11:11,140,19,120,79,92,81
07.05.2019,11:11,140,19,120,79,92,81
07.05.2019,11:11,140,19,120,79,92,81
07.05.2019,11:11,140,19,120,79,92,82
07.05.2019,11:11,140,19,120,80,92,82
07.05.2019,11:11,140,19,120,80,92,82
07.05.2019,11:11,140,19,120,80,92,82
07.05.2019,11:11,140,19,120,80,93,82
07.05.2019,11:11,140,19,120,80,93,82
07.05.2019,11:11,140,19,120,80,93,82
07.05.2019,11:11,140,19,120,80,93,82
07.05.2019,11:11,140,19,120,80,93,82
07.05.2019,11:11,140,19,120,80,93,82
07.05.2019,11:11,140,19,120,80,93,82
07.05.2019,11:11,140,19,120,80,93,82
07.05.2019,11:11,140,19,120,80,93,82
07.05.2019,11:12,140,19,121,80,93,83
07.05.2019,11:12,140,19,121,80,93,83
07.05.2019,11:12,140,19,121,80,93,83
07.05.2019,11:12,140,19,121,81,94,83
07.05.2019,11:12,140,19,121,81,94,83
07.05.2019,11:12,140,19,121,81,94,83
07.05.2019,11:12,140,19,121,81,94,83
07.05.2019,11:12,140,19,121,81,94,83
07.05.2019,11:12,140,19,121,81,94,83
07.05.2019,11:12,140,19,121,81,94,83
07.05.2019,11:12,140,19,121,81,94,84
07.05.2019,11:12,140,19,121,81,94,84
07.05.2019,11:12,140,19,121,81,94,84
07.05.2019,11:12,140,19,121,81,94,84
07.05.2019,11:12,140,19,121,81,94,84
07.05.2019,11:12,140,19,121,82,94,84
07.05.2019,11:12,140,19,121,82,94,84
07.05.2019,11:12,140,19,121,82,95,84
07.05.2019,11:12,140,19,121,82,95,84
07.05.2019,11:12,140,19,121,82,95,84
07.05.2019,11:12,140,19,121,82,95,84
07.05.2019,11:12,140,19,121,82,95,84
07.05.2019,11:12,140,19,121,82,95,84
07.05.2019,11:12,140,19,121,82,95,84
07.05.2019,11:12,140,19,121,82,95,85
07.05.2019,11:12,140,19,121,82,95,85
07.05.2019,11:12,140,19,121,82,95,85
07.05.2019,11:12,140,19,121,82,95,85
07.05.2019,11:12,140,19,122,82,95,85
07.05.2019,11:12,140,19,122,82,96,85
07.05.2019,11:12,140,19,122,82,96,85
07.05.2019,11:12,140,19,122,83,96,85
07.05.2019,11:12,140,19,122,83,96,85
07.05.2019,11:12,140,19,122,83,96,85
07.05.2019,11:12,140,19,122,83,96,86
07.05.2019,11:12,140,19,122,83,96,86
07.05.2019,11:12,140,19,122,83,96,86
07.05.2019,11:12,140,19,122,83,96,86
07.05.2019,11:12,140,19,122,83,96,86
07.05.2019,11:12,140,19,122,83,96,86
07.05.2019,11:12,140,19,122,83,96,86
07.05.2019,11:12,140,19,122,83,96,86
07.05.2019,11:12,140,19,122,83,96,86
07.05.2019,11:12,140,19,122,83,96,86
07.05.2019,11:12,140,19,122,83,96,86
07.05.2019,11:12,140,19,122,84,97,86
07.05.2019,11:12,140,19,122,84,97,86
07.05.2019,11:12,140,19,122,84,97,86
07.05.2019,11:12,140,19,122,84,97,87
07.05.2019,11:12,140,19,122,84,97,87
07.05.2019,11:12,140,19,122,84,97,87
07.05.2019,11:12,140,19,122,84,97,87
07.05.2019,11:12,140,19,122,84,97,87
07.05.2019,11:12,140,19,122,84,97,87
07.05.2019,11:12,140,19,122,84,97,87
07.05.2019,11:12,140,19,122,84,97,87
07.05.2019,11:12,140,19,122,84,97,87
07.05.2019,11:12,140,19,122,84,97,87
07.05.2019,11:12,140,19,122,84,98,87
07.05.2019,11:12,140,19,122,84,98,87
07.05.2019,11:13,140,19,122,84,98,88
07.05.2019,11:13,140,19,122,85,98,88
07.05.2019,11:13,140,19,122,85,98,88
07.05.2019,11:13,140,19,122,85,98,88
07.05.2019,11:13,140,19,122,85,98,88
07.05.2019,11:13,140,19,122,85,98,88
07.05.2019,11:13,140,19,122,85,98,88
07.05.2019,11:13,140,19,123,85,98,88
07.05.2019,11:13,140,19,123,85,98,88
07.05.2019,11:13,140,19,123,85,98,88
07.05.2019,11:13,140,19,123,85,98,88
07.05.2019,11:13,140,19,123,85,98,88
07.05.2019,11:13,140,19,123,85,98,88
07.05.2019,11:13,140,19,123,85,98,88
07.05.2019,11:13,140,19,123,85,99,89
07.05.2019,11:13,140,19,123,86,99,89
07.05.2019,11:13,140,19,123,86,99,89
07.05.2019,11:13,140,19,123,86,99,89
07.05.2019,11:13,140,19,123,86,99,89
07.05.2019,11:13,140,19,123,86,99,89
07.05.2019,11:13,140,19,123,86,99,89
07.05.2019,11:13,140,19,123,86,99,89
07.05.2019,11:13,140,19,123,86,99,89
07.05.2019,11:13,140,19,123,86,99,89
07.05.2019,11:13,140,19,123,86,99,89
07.05.2019,11:13,140,19,123,86,99,89
07.05.2019,11:13,140,19,123,86,99,90
07.05.2019,11:13,140,19,123,86,99,90
07.05.2019,11:13,140,19,123,86,100,90
07.05.2019,11:13,140,19,123,86,100,90
07.05.2019,11:13,140,19,123,86,100,90
07.05.2019,11:13,140,19,123,86,100,90
07.05.2019,11:13,140,19,123,86,100,90
07.05.2019,11:13,140,19,123,87,100,90
07.05.2019,11:13,140,19,123,87,100,90
07.05.2019,11:13,140,19,123,87,100,90
07.05.2019,11:13,140,19,123,87,100,90
07.05.2019,11:13,140,19,123,87,100,90
07.05.2019,11:13,140,19,123,87,100,90
07.05.2019,11:13,140,19,123,87,100,90
07.05.2019,11:13,140,19,123,87,100,90
07.05.2019,11:13,140,19,123,87,100,91
07.05.2019,11:13,140,19,124,87,100,91
07.05.2019,11:13,140,19,124,87,100,91
07.05.2019,11:13,140,19,124,87,100,91
07.05.2019,11:13,140,19,124,87,101,91
07.05.2019,11:13,140,19,124,87,101,91
07.05.2019,11:13,140,19,124,87,101,91
07.05.2019,11:13,140,19,124,88,101,91
07.05.2019,11:13,140,19,124,88,101,91
07.05.2019,11:13,140,19,124,88,101,91
07.05.2019,11:13,140,19,124,88,101,91
07.05.2019,11:13,140,19,124,88,101,91
07.05.2019,11:13,140,19,124,88,101,92
07.05.2019,11:13,140,19,124,88,101,92
07.05.2019,11:13,140,19,124,88,101,92
07.05.2019,11:13,140,19,124,88,101,92
07.05.2019,11:13,140,19,124,88,101,92
07.05.2019,11:13,140,19,124,88,101,92
07.05.2019,11:13,140,19,124,88,101,92
07.05.2019,11:14,140,19,124,88,102,92
07.05.2019,11:14,140,19,124,88,102,92
07.05.2019,11:14,140,19,124,88,102,92
07.05.2019,11:14,140,19,124,88,102,92
07.05.2019,11:14,140,19,124,88,102,92
07.05.2019,11:14,140,19,124,88,102,92
07.05.2019,11:14,140,19,124,88,102,92
07.05.2019,11:14,140,19,124,89,102,92
07.05.2019,11:14,140,19,124,89,102,92
07.05.2019,11:14,140,19,124,89,102,93
07.05.2019,11:14,140,19,124,89,102,93
07.05.2019,11:14,140,19,124,89,102,93
07.05.2019,11:14,140,19,124,89,102,93
07.05.2019,11:14,140,19,124,89,102,93
07.05.2019,11:14,140,19,124,89,102,93
07.05.2019,11:14,140,19,124,89,102,93
07.05.2019,11:14,140,19,124,89,102,93
07.05.2019,11:14,140,19,124,89,102,93
07.05.2019,11:14,140,19,124,89,102,93
07.05.2019,11:14,140,19,124,89,103,93
07.05.2019,11:14,140,19,124,89,103,93
07.05.2019,11:14,140,19,124,89,103,93
07.05.2019,11:14,140,19,124,89,103,94
07.05.2019,11:14,140,19,124,90,103,94
07.05.2019,11:14,140,19,124,90,103,94
07.05.2019,11:14,140,19,124,90,103,94
07.05.2019,11:14,140,19,124,90,103,94
07.05.2019,11:14,140,19,124,90,103,94
07.05.2019,11:14,140,19,124,90,103,94
07.05.2019,11:14,140,19,124,90,103,94
